date,tenedor,value
2019/12,ADMINISTRACIONES PÚBLICAS,12876.11519411
2019/12,NO RESIDENTES,417772.322474607
2019/12,TOTAL,880126.76497887
2020/01,ENTIDADES DE CREDITO,124520.606435
2020/01,BANCO DE ESPAÑA,211007.09651305
2020/01,ENTIDADES DE SEGUROS,78378.80853032
2020/01,FONDOS DE PENSIONES,8648.35703659
2020/01,FONDOS DE INVERSION,12657.6459094288
2020/01,OTRAS INSTITUCIONES FINANCIERAS,730.654
2020/01,EMPRESAS NO FINANCIERAS,914.42180744
2020/01,PERSONAS FÍSICAS,1379.10863337
2020/01,ADMINISTRACIONES PÚBLICAS,12610.28619411
2020/01,NO RESIDENTES,428280.100919561
2020/01,TOTAL,879127.08597887
2020/02,ENTIDADES DE CREDITO,126482.67343
2020/02,BANCO DE ESPAÑA,212716.53651305
2020/02,ENTIDADES DE SEGUROS,78013.47898532
2020/02,FONDOS DE PENSIONES,8730.86128059
2020/02,FONDOS DE INVERSION,12453.2923779703
2020/02,OTRAS INSTITUCIONES FINANCIERAS,782.023
2020/02,EMPRESAS NO FINANCIERAS,793.63180744
2020/02,PERSONAS FÍSICAS,1253.24130924
2020/02,ADMINISTRACIONES PÚBLICAS,12781.41019411
2020/02,NO RESIDENTES,436662.05408115
2020/02,TOTAL,890669.20297887
2020/03,ENTIDADES DE CREDITO,144130.533964
2020/03,BANCO DE ESPAÑA,219241.53651305
2020/03,ENTIDADES DE SEGUROS,78255.75744069
2020/03,FONDOS DE PENSIONES,8642.08438459
2020/03,FONDOS DE INVERSION,12509.1818328975
2020/03,OTRAS INSTITUCIONES FINANCIERAS,694.458
2020/03,EMPRESAS NO FINANCIERAS,800.00480744
2020/03,PERSONAS FÍSICAS,1250.30444578
2020/03,ADMINISTRACIONES PÚBLICAS,12863.24037441
2020/03,NO RESIDENTES,437200.388216013
2020/03,TOTAL,915587.48997887
2020/04,ENTIDADES DE CREDITO,149097.284853
2020/04,BANCO DE ESPAÑA,229016.09651305
2020/04,ENTIDADES DE SEGUROS,76800.88351469
2020/04,FONDOS DE PENSIONES,8851.00297159
2020/04,FONDOS DE INVERSION,11775.3171601201
2020/04,OTRAS INSTITUCIONES FINANCIERAS,717.55597483
2020/04,EMPRESAS NO FINANCIERAS,868.08280744
2020/04,PERSONAS FÍSICAS,1219.36861102
2020/04,ADMINISTRACIONES PÚBLICAS,12562.64737441
2020/04,NO RESIDENTES,431023.239434568
2020/04,TOTAL,921931.47497887
2020/05,ENTIDADES DE CREDITO,153845.084288
2020/05,BANCO DE ESPAÑA,243019.29651305
2020/05,ENTIDADES DE SEGUROS,76786.09510169
2020/05,FONDOS DE PENSIONES,8333.42559259
2020/05,FONDOS DE INVERSION,11549.1888893481
2020/05,OTRAS INSTITUCIONES FINANCIERAS,575.811
2020/05,EMPRESAS NO FINANCIERAS,859.00580744
2020/05,PERSONAS FÍSICAS,1212.64644948
2020/05,ADMINISTRACIONES PÚBLICAS,12890.17937441
2020/05,NO RESIDENTES,429916.082962862
2020/05,TOTAL,938986.81597887
2020/06,ENTIDADES DE CREDITO,156819.835533
2020/06,BANCO DE ESPAÑA,258604.79651305
2020/06,ENTIDADES DE SEGUROS,77298.55322167
2020/06,FONDOS DE PENSIONES,8670.29291759
2020/06,FONDOS DE INVERSION,11648.2310850012
2020/06,OTRAS INSTITUCIONES FINANCIERAS,652.33697469
2020/06,EMPRESAS NO FINANCIERAS,962.96880744
2020/06,PERSONAS FÍSICAS,1212.49772214
2020/06,ADMINISTRACIONES PÚBLICAS,12655.82319411
2020/06,NO RESIDENTES,438951.035010179
2020/06,TOTAL,967476.37097887
2020/07,ENTIDADES DE CREDITO,155069.282011
2020/07,BANCO DE ESPAÑA,264632.79651305
2020/07,ENTIDADES DE SEGUROS,77253.93399276
2020/07,FONDOS DE PENSIONES,8640.42335061
2020/07,FONDOS DE INVERSION,11676.7352940731
2020/07,OTRAS INSTITUCIONES FINANCIERAS,667.617
2020/07,EMPRESAS NO FINANCIERAS,1015.56280744
2020/07,PERSONAS FÍSICAS,1207.25798318
2020/07,ADMINISTRACIONES PÚBLICAS,12312.92119411
2020/07,NO RESIDENTES,431196.452832647
2020/07,TOTAL,963672.98297887
2020/08,ENTIDADES DE CREDITO,156178.087113
2020/08,BANCO DE ESPAÑA,271545.79651305
2020/08,ENTIDADES DE SEGUROS,78130.29634457
2020/08,FONDOS DE PENSIONES,9176.81288959
2020/08,FONDOS DE INVERSION,11681.6244452307
2020/08,OTRAS INSTITUCIONES FINANCIERAS,724.18397471
2020/08,EMPRESAS NO FINANCIERAS,1011.48180744
2020/08,PERSONAS FÍSICAS,1205.66998318
2020/08,ADMINISTRACIONES PÚBLICAS,12536.22563654
2020/08,NO RESIDENTES,427251.2579505
2020/08,TOTAL,969441.43897887
2020/09,ENTIDADES DE CREDITO,156374.036733
2020/09,BANCO DE ESPAÑA,280858.79651305
2020/09,ENTIDADES DE SEGUROS,78165.15665757
2020/09,FONDOS DE PENSIONES,9309.85276559
2020/09,FONDOS DE INVERSION,11325.2426443918
2020/09,OTRAS INSTITUCIONES FINANCIERAS,725.77297471
2020/09,EMPRESAS NO FINANCIERAS,1012.45180744
2020/09,PERSONAS FÍSICAS,1196.62672214
2020/09,ADMINISTRACIONES PÚBLICAS,12469.09919411
2020/09,NO RESIDENTES,426878.697966868
2020/09,TOTAL,978315.73397887
2020/10,ENTIDADES DE CREDITO,151605.968638
2020/10,BANCO DE ESPAÑA,286806.92951305
2020/10,ENTIDADES DE SEGUROS,76580.21510957
2020/10,FONDOS DE PENSIONES,9367.36793159
2020/10,FONDOS DE INVERSION,11343.6821779418
2020/10,OTRAS INSTITUCIONES FINANCIERAS,702.86297471
2020/10,EMPRESAS NO FINANCIERAS,1008.86880744
2020/10,PERSONAS FÍSICAS,1140.63678094
2020/10,ADMINISTRACIONES PÚBLICAS,10255.96282486
2020/10,NO RESIDENTES,419604.316220768
2020/10,TOTAL,968416.81097887
2020/11,ENTIDADES DE CREDITO,151405.602326
2020/11,BANCO DE ESPAÑA,295407.52951305
2020/11,ENTIDADES DE SEGUROS,76759.98843257
2020/11,FONDOS DE PENSIONES,9364.01872559
2020/11,FONDOS DE INVERSION,10781.9962930506
2020/11,OTRAS INSTITUCIONES FINANCIERAS,709.01097471
2020/11,EMPRESAS NO FINANCIERAS,994.78480744
2020/11,PERSONAS FÍSICAS,1133.1618265
2020/11,ADMINISTRACIONES PÚBLICAS,11208.05956273
2020/11,NO RESIDENTES,414477.763517229
2020/11,TOTAL,972241.91597887
2020/12,ENTIDADES DE CREDITO,147880.390767
2020/12,BANCO DE ESPAÑA,301774.52951305
2020/12,ENTIDADES DE SEGUROS,76436.04722657
2020/12,FONDOS DE PENSIONES,9366.25120006
2020/12,FONDOS DE INVERSION,11107.0124307626
2020/12,OTRAS INSTITUCIONES FINANCIERAS,713.26597471
2020/12,EMPRESAS NO FINANCIERAS,991.95898774
2020/12,PERSONAS FÍSICAS,1134.19767428
2020/12,ADMINISTRACIONES PÚBLICAS,11259.48738243
2020/12,NO RESIDENTES,413062.266822267
2020/12,TOTAL,973725.40797887
